comment_id,score
11764,0.48212230801582334
22893,0.5741811156272888
25057,0.5089823603630066
21712,0.49075942039489745
14178,0.5526378393173218
16523,0.5050487637519836
5578,0.5217796981334686
22023,0.48508434295654296
10068,0.4953948795795441
1168,0.5052304565906525
7571,0.5080019712448121
27338,0.5304888367652894
26280,0.5146301984786987
6139,0.53365558385849
21680,0.5649667382240295
12720,0.5613418340682983
6718,0.5275759279727936
16667,0.4962523400783539
16666,0.5062689185142517
6719,0.5414556264877319
22666,0.5582234025001526
25683,0.5170581102371216
13068,0.5139021277427673
13314,0.5124542355537415
2123,0.5065629243850708
24396,0.5553836941719055
24078,0.5660869896411895
11910,0.5247095584869385
3605,0.512215793132782
18002,0.49630976319313047
6724,0.5108506858348847
11589,0.5190685272216797
22172,0.49801274538040163
10889,0.49443723559379577
27851,0.5136419057846069
27852,0.5154861629009246
15798,0.514001053571701
9329,0.5311038374900818
25784,0.5710014820098877
22601,0.5374449133872986
16891,0.5172118008136749
11638,0.49714596271514894
6453,0.5222452282905579
26789,0.5421909272670746
11694,0.5100317180156708
5176,0.5290925145149231
534,0.5204775094985962
8758,0.524258041381836
8759,0.5402097702026367
26615,0.502179080247879
9779,0.5235880434513092
10437,0.5528268098831177
28693,0.5133337497711181
15533,0.49802964329719546
8357,0.5345918655395507
22843,0.5321321249008178
7816,0.5043770611286164
22930,0.588795518875122
21710,0.5035369277000428
19525,0.5148520171642303
26449,0.5662114739418029
530,0.5087725639343261
6568,0.4989383578300476
13069,0.5141061782836914
20844,0.5248398780822754
23397,0.4829593122005463
10936,0.47016229629516604
1290,0.5151252031326294
28443,0.46696815490722654
14550,0.5366678297519684
6735,0.6100704431533813
28442,0.47806881070137025
24973,0.5582052826881408
10740,0.5764007806777954
14189,0.5869767665863037
10733,0.4861703336238861
16650,0.5007381856441497
27280,0.6458750605583191
2347,0.5701225280761719
24972,0.5393130898475647
29973,0.5056165933609009
15019,0.541167825460434
17851,0.5766372680664062
12747,0.4810976982116699
18143,0.6358978867530822
21913,0.48216347098350526
22591,0.5084025382995605
14815,0.5427237808704376
13003,0.5419781446456909
20421,0.6396938681602478
16266,0.49513642191886903
23085,0.5273826956748963
18286,0.5132143676280976
27539,0.4943266808986664
29493,0.6024375796318054
27628,0.549140727519989
8912,0.5081882119178772
500,0.48119035363197327
20486,0.60263512134552
25246,0.5253461003303528
18119,0.5970098853111268
25484,0.5161116898059845
21055,0.48701644539833067
17878,0.5810020565986633
24039,0.47373945116996763
1942,0.4930705547332764
5705,0.6109935641288757
15940,0.48294095396995546
10867,0.5865170955657959
27909,0.4713118612766266
13857,0.6975978732109069
21154,0.46431158781051635
23168,0.4760733127593994
4828,0.48667567372322085
501,0.49590871930122377
11844,0.5138582110404968
16518,0.4705463945865631
14481,0.4812740206718445
25753,0.7295065522193909
6282,0.5412179887294769
13856,0.6703876852989197
10866,0.5521883368492126
17637,0.5355466902256012
23610,0.5199358761310577
15093,0.4621664583683014
24950,0.490846049785614
21647,0.5084298253059387
1261,0.49673285484313967
28209,0.6451050996780395
9077,0.5452909588813781
13401,0.4804947555065155
838,0.4852288722991943
10861,0.512792831659317
29783,0.5152556002140045
3741,0.5366302251815795
20685,0.704635739326477
17461,0.4983865678310394
648,0.4692391335964203
7584,0.5351003408432007
29294,0.5288307845592499
19442,0.5378472447395325
27214,0.5325753271579743
16553,0.49493842124938964
25708,0.5907019138336181
13104,0.47738399505615237
54,0.45377761125564575
19987,0.5008300542831421
23762,0.5198537349700928
7585,0.5155733525753021
25271,0.4944382429122925
18041,0.4909438490867615
3087,0.4514295160770416
12167,0.6295922279357911
1932,0.5025574624538421
917,0.4949533760547638
16162,0.5075211822986603
17768,0.5873301148414611
10143,0.4541910409927368
7318,0.5299120962619781
23652,0.5027850091457366
11929,0.5011099636554718
27569,0.4984839379787445
684,0.4882119119167328
10818,0.5467708230018615
19022,0.5324590384960175
7879,0.5521821677684784
5082,0.46729861497879027
15197,0.5339199662208557
15268,0.6084093689918518
2592,0.49330020546913145
25554,0.4786505699157715
9168,0.5132671236991883
5011,0.505739963054657
2591,0.4972734570503235
29362,0.47648030519485474
16772,0.47828730940818787
24104,0.4780077636241913
29299,0.628777027130127
16037,0.5204057097434998
13309,0.4894553482532501
20960,0.4921256542205811
11170,0.5193730175495148
5502,0.5094967186450958
878,0.4746875762939453
9012,0.5940902352333068
7445,0.6372658371925354
28975,0.5760973453521728
15691,0.5104223370552063
9994,0.5146143138408661
16669,0.5355417132377625
29486,0.5083883464336395
25299,0.5422470331192016
6035,0.5334618926048279
15110,0.4959633231163025
3047,0.5165411055088043
18835,0.5324238657951355
18634,0.5067610144615173
199,0.4816945195198059
10282,0.5630565762519837
90,0.49622913002967833
1304,0.5252657413482666
20335,0.5107698738574982
9046,0.5686682343482972
18651,0.5160163342952728
3489,0.5097854554653167
26642,0.5356746554374695
1372,0.47824313640594485
11760,0.520557290315628
1463,0.47692528963088987
21917,0.48838472962379453
22188,0.59164377450943
15508,0.5430164337158203
24520,0.570857834815979
24642,0.5083002805709839
6795,0.46390878558158877
28099,0.5154583215713501
9358,0.49470231533050535
18352,0.5595728039741517
7867,0.5233297169208526
4715,0.5535938024520874
24168,0.5322152078151703
17587,0.5610246777534484
28044,0.5267529368400574
507,0.4726256728172302
14956,0.6637611746788025
13992,0.5270631432533264
8652,0.5157311499118805
8094,0.47107660174369814
22202,0.5832112908363343
14592,0.4770815551280975
10077,0.4909668803215027
13124,0.5173167586326599
19036,0.5897843480110169
4151,0.5921779036521911
10059,0.5168761730194091
24441,0.5373934984207154
4240,0.46160382628440855
19799,0.48304065465927126
12767,0.5639162182807922
2578,0.6050765037536621
7423,0.48358392119407656
8812,0.6515008330345153
24651,0.45209231972694397
19800,0.47996047139167786
11271,0.5345795631408692
25382,0.514726459980011
12307,0.5207961976528168
10772,0.5300274133682251
7653,0.4974763512611389
19166,0.52909836769104
16551,0.5190274000167847
4219,0.7304622292518616
13210,0.4917706072330475
5001,0.6545153975486755
8190,0.7147738814353943
9343,0.5084317922592163
27267,0.5395015478134155
1931,0.4907481908798218
24252,0.4886443614959717
3095,0.5002444982528687
18032,0.4589853405952454
2143,0.48253585696220397
22740,0.6247781395912171
26454,0.5695871591567994
10176,0.5400136590003968
10351,0.5745452523231507
20775,0.45759342312812806
20644,0.48140922784805296
10177,0.5416453599929809
5486,0.559979784488678
19049,0.4871457934379578
15179,0.5312242329120636
15894,0.5325034081935882
27269,0.5564139127731323
10468,0.4677431583404541
9233,0.49262133836746214
10543,0.5000478684902191
29075,0.49733166098594667
5599,0.45746113657951354
13906,0.5880693912506103
28745,0.5394084572792053
